,origin_x,origin_y,destination_x,destination_y,treq,index,hub,ttrav,tarr,u,ttrav_sh,tarr_sh,u_sh,u_PT_OD,u_PT_HD_ASC,u_SUM_OD,p_SUM,r
424,19.87876928,50.09835395,19.90028017,50.07593398,2024-03-28 07:59:20,424,1786358199,121,2024-03-28 08:01:21,1.5155,121.0,2024-03-28 08:01:21,1.4969500000000002,10.664962105214475,3.611133640320025,7.688861048449517,0.9514826994175984,1
425,19.88842016,50.09240786,19.99403201,50.07764072,2024-03-28 08:02:56,425,1786358199,46,2024-03-28 08:03:42,0.575,46.0,2024-03-28 08:03:42,0.542775,21.755176184101128,13.387174824481654,16.510727232611146,0.9947509690846342,1
426,19.88836775,50.08475731,19.85435342,50.07335203,2024-03-28 08:10:21,426,1786358199,235,2024-03-28 08:14:16,2.9405,249.0,2024-03-28 08:14:30,2.9206250000000002,17.282309692815677,12.72951201746001,18.230914425589503,0.27916550803761275,1
429,19.88281618,50.09811686,19.96285314,50.06240333,2024-03-28 08:11:59,429,1786358199,46,2024-03-28 08:12:45,0.575,46.0,2024-03-28 08:12:45,0.575,16.535613289417782,11.928844956091172,15.084622364220664,0.8101508914894662,1
442,19.88219142,50.09211959,19.95972528,50.07255695,2024-03-28 08:11:27,442,1786358199,121,2024-03-28 08:13:28,1.5155,121.0,2024-03-28 08:13:28,1.5155,17.435169780650806,11.238291096473043,15.334568504602533,0.8909616059178916,1
444,19.872702,50.100578,19.93419539,50.07058545,2024-03-28 08:10:46,444,1786358199,46,2024-03-28 08:11:32,0.575,46.0,2024-03-28 08:11:32,0.575,17.609317806942325,8.637287631518095,11.793065039647587,0.9970301002648123,1
446,19.88738616,50.09543947,19.95318585,50.06650807,2024-03-28 07:50:19,446,1786358199,337,2024-03-28 07:55:56,4.220000000000001,351.0,2024-03-28 07:56:10,4.125,13.725994736797102,9.711568815767112,16.417346223896605,0.06348561798753621,1
447,19.87939217,50.10439198,19.93220916,50.05661244,2024-03-28 08:00:44,447,1786358199,46,2024-03-28 08:01:30,0.575,46.0,2024-03-28 08:01:30,0.575,15.870597149030536,7.6695047367917235,10.825282144921214,0.9936017693715554,1
449,19.872702,50.100578,19.93097317,50.02658845,2024-03-28 08:13:28,449,1786358199,374,2024-03-28 08:19:42,4.681,402.0,2024-03-28 08:20:10,4.585850000000001,24.94234596477748,13.31298258767111,20.4796099958006,0.9886006708127668,1
453,19.88150584,50.08522376,19.95211908,50.05600891,2024-03-28 08:04:31,453,1786358199,106,2024-03-28 08:06:17,1.3325,106.0,2024-03-28 08:06:17,1.2765250000000001,14.582362938487307,11.074552499942188,14.931854908071678,0.4135056225538049,1
455,19.88261663,50.10067769,19.93419539,50.07058545,2024-03-28 08:05:14,455,1786358199,393,2024-03-28 08:11:47,4.9125,407.0,2024-03-28 08:12:01,4.797475,16.320881096424642,8.637287631518095,16.015540039647586,0.5757476605040209,1
457,19.872702,50.100578,19.90970544,50.07170129,2024-03-28 08:01:56,457,1786358199,121,2024-03-28 08:03:57,1.5155,121.0,2024-03-28 08:03:57,1.5155,14.573384649061463,4.970580789446016,9.066858197575508,0.9959562322787492,1
461,19.87279182,50.09047421,19.880253,50.06675353,2024-03-28 08:09:24,461,1786358199,110,2024-03-28 08:11:14,1.375,110.0,2024-03-28 08:11:14,1.375,20.989205570009428,11.179295570158668,15.13507297828816,0.9971401797593948,1
471,19.88050831,50.09360496,19.94561722,50.06065705,2024-03-28 08:08:32,471,1786358199,316,2024-03-28 08:13:48,3.9560000000000004,316.0,2024-03-28 08:13:48,3.7405500000000003,15.472277017476141,8.765012806994758,15.086340215124249,0.5953041857187543,1
474,19.88012685,50.09118738,19.96285314,50.06240333,2024-03-28 08:14:28,474,1786358199,121,2024-03-28 08:16:29,1.5155,121.0,2024-03-28 08:16:29,1.5155,18.184968289402995,10.178844956091172,14.275122364220664,0.9803502622323674,1
475,19.87888544,50.10407785,19.94190176,50.0681672,2024-03-28 07:55:38,475,1786358199,50,2024-03-28 07:56:28,0.625,50.0,2024-03-28 07:56:28,0.625,16.79283934201964,8.044778596447498,11.250556004576989,0.9960977159960239,1
477,19.88261217,50.09654935,19.9654545,50.09054602,2024-03-28 08:09:08,477,1786358199,219,2024-03-28 08:12:47,2.739,219.0,2024-03-28 08:12:47,2.739,17.882233201660625,10.921691535010094,16.241468943139587,0.8376389033786147,1
