,tw_PT_OD,tw_PT_HD,u_PT_OD,u_PT_HD,u_SUM_OD,p_SUM
0,152.9607843137255,141.0718954248366,14.771605454013466,11.200745870004907,16.48772626216176,0.24436780609460226
1,149.40136054421768,113.83673469387755,14.665658820971379,10.865280701436077,16.36801539531364,0.28740695607728745
2,141.7682119205298,130.35099337748343,14.750396336639652,11.164600979870734,16.624402304374044,0.2439000964595647
3,136.02,108.80666666666667,13.979597015232256,10.722647454325614,16.24512745432562,0.26309794043991813
4,132.88888888888889,117.16993464052288,14.53691765437052,11.139390258184054,16.49761248040629,0.24750359715421202
5,175.06040268456377,141.81879194630872,16.044735971834474,12.406652649181021,17.738357347167593,0.2903172471160574
6,160.7785234899329,129.11409395973155,15.020491080325293,11.400565096319523,16.71602818356785,0.26765249231377075
7,170.6510067114094,109.36912751677852,14.960360355949003,11.1317399224788,16.5552432781835,0.36354048089147367
8,168.0193548387097,128.0,15.159714874541706,11.431112557297224,16.966919008910125,0.24880738770563424
9,140.13725490196077,131.20915032679738,14.392802310866712,10.858735453771647,16.17999035573244,0.2349523823806269
10,166.24827586206897,119.40689655172413,14.86723746688812,11.157710924235888,16.472428165615202,0.29333416362173353
11,135.36601307189542,123.34640522875817,14.6127244817374,11.181181505421572,16.692253400846404,0.22867573210133643
12,183.75483870967741,131.95483870967743,15.48835709647378,11.617766455435442,16.86970193930641,0.29856415697975464
13,139.4344827586207,84.12413793103448,13.92854886641717,10.30167747025273,15.557649884045832,0.2760088454975015
14,140.09271523178808,119.75496688741723,14.892138940337736,10.935483619417436,16.50683461279491,0.3360614421379073
15,146.61290322580646,92.54838709677419,15.066308386549245,11.124638339737974,16.402238339737973,0.2988291460946079
16,145.9025974025974,106.65584415584415,14.158842435736,10.623950562870307,15.98163887455862,0.3726973770441238
17,146.85526315789474,126.5,14.517516593730017,10.923865514632148,16.259576040947934,0.2988372676579938
18,121.34228187919463,83.7248322147651,14.242837677440358,10.467230710692245,15.783821314719088,0.2953185281249017
19,132.05844155844156,95.05194805194805,14.307972468935608,10.555743992222544,15.894198537677088,0.3677841301954812
20,152.841059602649,130.95364238410596,15.225468722992849,11.448333819340956,17.111062296162142,0.2831248252466191
21,118.98692810457516,100.31372549019608,14.062425244671108,10.576577500552958,15.986015409049694,0.23732418619948814
22,159.4295302013423,115.91275167785236,14.863728121507664,11.000649294486628,16.338904328043675,0.29911937994864357
23,132.41830065359477,110.94771241830065,14.627278376757046,10.910647929071398,16.09063485717597,0.2940740305976882
24,161.7012987012987,132.96753246753246,15.02166499285979,11.358368705143652,16.68584922462417,0.35027004967177866
25,155.06206896551726,118.24827586206897,14.55815634840033,10.846246226282663,16.323597950420595,0.2985330115790616
26,158.33783783783784,117.79054054054055,14.950333323450053,11.059555726163465,16.500812482920225,0.2764885347431252
27,190.68387096774194,150.10967741935485,15.322981181605181,11.86697844548917,17.224371993876264,0.23283663592292306
28,116.08552631578948,120.01973684210526,14.108912914959804,10.635886695378526,16.078689326957488,0.2639710313944075
29,148.53548387096774,113.76774193548387,14.54788509041245,11.085111608962444,16.57953741541406,0.22860229521728406
30,161.1,146.96666666666667,14.615688020744185,11.222092489163602,16.465345822496946,0.31557191884327923
31,142.68211920529802,128.72847682119206,14.582670376626542,11.189870106992688,16.46494295467481,0.24990830683959891
32,141.3483870967742,110.21935483870968,14.252467906802996,10.834579100590123,16.137069423170765,0.24642243735011768
